List,dec
text+button,0.0%
popup_with_access,80.0%
text_only,26.7%
open_with,0.0%
text_empty,30.0%
share_with,94.2%
list+on_off,57.1%
advertisement+button,85.0%
image_list,4.4%
popup_date,0.0%
movie,30.0%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,0.0%
image_view,0.0%
location_selection,20.0%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,0.0%
popup_with_continue_as_name,80.0%
list,0.0%
camera,0.0%
picture,0.0%
popup,13.3%
navigation_menu,0.0%
input_form,0.0%
select_dialog,86.7%
calendar,0.0%
text_image,16.7%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,23.1%
