List,dec
text+button,22.2%
popup_with_access,0.0%
text_only,23.3%
open_with,4.4%
text_empty,10.0%
share_with,94.2%
list+on_off,71.4%
advertisement+button,85.0%
image_list,66.7%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,2.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,20.0%
camera,0.0%
picture,6.7%
popup,20.0%
navigation_menu,31.1%
input_form,3.3%
select_dialog,3.3%
calendar,90.0%
text_image,3.3%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,31.8%
