List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,100.0%
r10,20.0%,60.0%
r21,75.0%,25.0%
r34,31.4%,60.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,36.7%,10.0%
r13,40.0%,2.9%
r6,97.1%,0.0%
r29,86.5%,13.5%
r3,73.3%,0.0%
r24,5.0%,5.0%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,33.3%,24.4%
r25,10.0%,10.0%
r23,0.0%,5.6%
r18,10.0%,20.0%
r11,13.3%,15.6%
r27,96.0%,96.0%
r5,0.0%,5.0%
r17,0.0%,3.3%
r19,100.0%,0.0%
r8,0.0%,93.3%
r1,73.3%,70.0%
r30,43.3%,13.3%
r22,9.5%,2.4%
r26,20.0%,0.0%
r9,13.6%,9.1%
r14,64.4%,31.1%
r2,5.0%,30.0%
r20,0.0%,0.0%
r15,26.7%,26.7%
Total,35.3%,24.9%
